sku,draw_id,elasticity_draw
SKU_002,26,-1.2455862794374224
SKU_002,27,-1.309093419125366
SKU_002,28,-1.2995838917051383
SKU_002,29,-1.2920700263035028
SKU_002,30,-1.2125860735585379
SKU_002,31,-1.2415306834944906
SKU_002,32,-1.2443880735027142
SKU_002,33,-1.2607783297282995
SKU_002,34,-1.1984170507068073
SKU_002,35,-1.3284092058214898
SKU_002,36,-1.3032818344232657
SKU_002,37,-1.2156151546778569
SKU_002,38,-1.2861816219939965
SKU_002,39,-1.2155802817411199
SKU_002,40,-1.2228920133983403
SKU_002,41,-1.2991341331502217
SKU_002,42,-1.2820253799727994
SKU_002,43,-1.2104276161028256
SKU_002,44,-1.182420149629157
SKU_002,45,-1.3108859876219818
SKU_002,46,-1.2927340296720313
SKU_002,47,-1.1787564946249387
SKU_002,48,-1.2769521349413575
SKU_002,49,-1.187537485249845
SKU_002,50,-1.3102053397243545
SKU_002,51,-1.2319940115424028
SKU_002,52,-1.2292851202200468
SKU_002,53,-1.2714960761831007
SKU_002,54,-1.3723376239063576
SKU_002,55,-1.233136239488981
SKU_002,56,-1.2848591083316372
SKU_002,57,-1.258967811583209
SKU_002,58,-1.264922394833615
SKU_002,59,-1.2305278687033654
SKU_002,60,-1.2568772899216245
SKU_002,61,-1.2995506398759487
SKU_002,62,-1.3228033185487633
SKU_002,63,-1.2632156592727706
SKU_002,64,-1.3006558361116205
SKU_002,65,-1.3116669631678743
SKU_002,66,-1.243065896829685
SKU_002,67,-1.2647238929816422
SKU_002,68,-1.402748876815621
SKU_002,69,-1.217517248344596
SKU_002,70,-1.27349545005551
SKU_002,71,-1.312866628005864
SKU_002,72,-1.167074656163478
SKU_002,73,-1.3192306407326226
SKU_002,74,-1.1905626158478322
SKU_002,75,-1.1712519497086569
SKU_002,76,-1.2741627674177771
SKU_002,77,-1.2627694432165926
SKU_002,78,-1.128563540145372
SKU_002,79,-1.2703849297139758
SKU_002,80,-1.274384708283414
SKU_002,81,-1.2529343757160325
SKU_002,82,-1.2251119206555485
SKU_002,83,-1.2920759017355865
SKU_002,84,-1.2323492366914195
SKU_002,85,-1.2400895961574767
SKU_002,86,-1.1809502905668616
SKU_002,87,-1.280825392203114
SKU_002,88,-1.2676020137708757
SKU_002,89,-1.275026138428408
SKU_002,90,-1.288228447694454
SKU_002,91,-1.342992478291155
SKU_002,92,-1.3079619264987297
SKU_002,93,-1.3265411784227357
SKU_002,94,-1.2740154045515757
SKU_002,95,-1.3356625748776005
SKU_002,96,-1.2404386475477835
SKU_002,97,-1.2856760570453585
SKU_002,98,-1.2164785517305048
SKU_002,99,-1.2427579888819824
SKU_002,100,-1.2170124716724033
SKU_002,101,-1.1575046046374808
SKU_002,102,-1.2592484912812987
SKU_002,103,-1.2613867559199352
SKU_002,104,-1.2679367251992366
SKU_002,105,-1.283416731995998
SKU_002,106,-1.3324949519746365
SKU_002,107,-1.2695110056060377
SKU_002,108,-1.3011421431272
SKU_002,109,-1.2820434808090033
SKU_002,110,-1.2646040681652904
SKU_002,111,-1.29093815608866
SKU_002,112,-1.3086924188265099
SKU_002,113,-1.389716139972856
SKU_002,114,-1.2282128927454947
SKU_002,115,-1.1752692582186137
SKU_002,116,-1.257747023183134
SKU_002,117,-1.2249524384368204
SKU_002,118,-1.1648749022475537
SKU_002,119,-1.326517525037051
SKU_002,120,-1.2707799005609262
SKU_002,121,-1.257293086995046
SKU_002,122,-1.2541238028832833
SKU_002,123,-1.349087638277863
SKU_002,124,-1.281173128874929
SKU_002,125,-1.1773487610484836
SKU_002,126,-1.2282812630413111
SKU_002,127,-1.1777148138704618
SKU_002,128,-1.2104333063399406
SKU_002,129,-1.287573386708263
SKU_002,130,-1.2115602493767725
SKU_002,131,-1.196263014770564
SKU_002,132,-1.246933293826387
SKU_002,133,-1.2866665525075964
SKU_002,134,-1.3445322488916023
SKU_002,135,-1.3052960612955637
SKU_002,136,-1.3345216366841066
SKU_002,137,-1.1909936319364767
SKU_002,138,-1.235466848503699
SKU_002,139,-1.2044435948067294
SKU_002,140,-1.2280796350907968
SKU_002,141,-1.2253684554451527
SKU_002,142,-1.200683402382704
SKU_002,143,-1.2716152509637304
SKU_002,144,-1.3595143553620634
SKU_002,145,-1.27557937246722
SKU_002,146,-1.3370326112349773
SKU_002,147,-1.42824288849394
SKU_002,148,-1.2150865016569474
SKU_002,149,-1.2549172153162942
SKU_002,150,-1.2216777595288921
SKU_002,151,-1.2474160446750346
SKU_002,152,-1.2585391398918262
SKU_002,153,-1.2211361114109052
SKU_002,154,-1.3005583927187472
SKU_002,155,-1.2405823293068032
SKU_002,156,-1.238415149697646
SKU_002,157,-1.2711114620590696
SKU_002,158,-1.3084848248974454
SKU_002,159,-1.2947422585526447
SKU_002,160,-1.2674964926218317
SKU_002,161,-1.3100692944779673
SKU_002,162,-1.2000405632439257
SKU_002,163,-1.2191928371566194
SKU_002,164,-1.2246634215286558
SKU_002,165,-1.1861824655780873
SKU_002,166,-1.1741752958982001
SKU_002,167,-1.1914011268157976
SKU_002,168,-1.2881430219579135
SKU_002,169,-1.3420190725413426
SKU_002,170,-1.2493234379289297
SKU_002,171,-1.2460810088330545
SKU_002,172,-1.2220872942276169
SKU_002,173,-1.1683238430180147
SKU_002,174,-1.3293535224589212
SKU_002,175,-1.2022138371637348
SKU_002,176,-1.2331571658293676
SKU_002,177,-1.270941283852316
SKU_002,178,-1.3180947546358766
SKU_002,179,-1.3216386701583387
SKU_002,180,-1.196687832374451
SKU_002,181,-1.2719675196542501
SKU_002,182,-1.3000801398565176
SKU_002,183,-1.182252642805024
SKU_002,184,-1.2019030294431492
SKU_002,185,-1.296661626198076
SKU_002,186,-1.3273357568468291
SKU_002,187,-1.2172890129575185
SKU_002,188,-1.2714613384669675
SKU_002,189,-1.3163521993456264
SKU_002,190,-1.3283356201004075
SKU_002,191,-1.226112649440185
SKU_002,192,-1.2783536264148108
SKU_002,193,-1.2270394722035025
SKU_002,194,-1.2198960298853632
SKU_002,195,-1.2011856047894858
SKU_002,196,-1.2901838544514517
SKU_002,197,-1.3401190735337245
SKU_002,198,-1.2373723020972314
SKU_002,199,-1.271217801745483
SKU_002,200,-1.292287870375336
SKU_002,201,-1.255416830747196
SKU_002,202,-1.2736897424728615
SKU_002,203,-1.2044840294725139
SKU_002,204,-1.1716811068918669
SKU_002,205,-1.3082381949837836
SKU_002,206,-1.182889067175889
SKU_002,207,-1.195111407818114
SKU_002,208,-1.2418983242973785
SKU_002,209,-1.3309967922251615
SKU_002,210,-1.2208689870955414
SKU_002,211,-1.1957719221683865
SKU_002,212,-1.348066281762058
SKU_002,213,-1.234545042002471
SKU_002,214,-1.2331297519235582
SKU_002,215,-1.2416725410577971
SKU_002,216,-1.2108844514941994
SKU_002,217,-1.223166591331706
SKU_002,218,-1.3980991237675657
SKU_002,219,-1.3387689986702942
SKU_002,220,-1.2263087209989603
SKU_002,221,-1.2739088794611322
SKU_002,222,-1.1181870596987338
SKU_002,223,-1.2224661823134988
SKU_002,224,-1.2162371036063924
SKU_002,225,-1.2646261885267147
SKU_002,226,-1.2987540904044352
SKU_002,227,-1.3111917793085632
SKU_002,228,-1.3198110668748184
SKU_002,229,-1.3965633203946994
SKU_002,230,-1.2318393300506938
SKU_002,231,-1.3090136929681315
SKU_002,232,-1.146847082782542
SKU_002,233,-1.2880023317601184
SKU_002,234,-1.3005773907005262
SKU_002,235,-1.2267301961552408
SKU_002,236,-1.3264314477436883
SKU_002,237,-1.3199129012473632
SKU_002,238,-1.1877601911482487
SKU_002,239,-1.2230043708582283
SKU_002,240,-1.3126142854269445
SKU_002,241,-1.3901054276461045
SKU_002,242,-1.213881258098409
SKU_002,243,-1.2298509936281754
SKU_002,244,-1.2775097265427298
SKU_002,245,-1.235645960501971
SKU_002,246,-1.238341860253961
SKU_002,247,-1.236273129360176
SKU_002,248,-1.2655094853672213
SKU_002,249,-1.2224698960184657
SKU_002,250,-1.2408533993678634
SKU_002,251,-1.2668841959556854
SKU_002,252,-1.1955375809219673
SKU_002,253,-1.1618232801784951
SKU_002,254,-1.2408627203418638
SKU_002,255,-1.3424845440165285
SKU_002,256,-1.2673296166612276
SKU_002,257,-1.2701856420417685
SKU_002,258,-1.2066592520227724
SKU_002,259,-1.2915489745403788
SKU_002,260,-1.244900891117653
SKU_002,261,-1.2199604612012769
SKU_002,262,-1.3221963129438052
SKU_002,263,-1.2606583619982015
SKU_002,264,-1.4205000957495628
SKU_002,265,-1.285147790851924
SKU_002,266,-1.3210853726281875
SKU_002,267,-1.344150980166898
SKU_002,268,-1.2144541254840642
SKU_002,269,-1.1853504185700985
SKU_002,270,-1.1938335869577719
SKU_002,271,-1.3472852427248283
SKU_002,272,-1.2286995748228102
SKU_002,273,-1.307719265506676
SKU_002,274,-1.2852703816150108
SKU_002,275,-1.222968651685325
SKU_002,276,-1.2400447878350664
SKU_002,277,-1.3234093424324525
SKU_002,278,-1.2051755429092623
SKU_002,279,-1.1922607641846126
SKU_002,280,-1.2224878781083586
SKU_002,281,-1.2328480262345645
SKU_002,282,-1.362772142015111
SKU_002,283,-1.2405133131800068
SKU_002,284,-1.193928236249275
SKU_002,285,-1.2338610996520043
SKU_002,286,-1.1460568729374516
SKU_002,287,-1.241538388660752
SKU_002,288,-1.2389920533200276
SKU_002,289,-1.2382223233787493
SKU_002,290,-1.1906795360456321
SKU_002,291,-1.2356042090828436
SKU_002,292,-1.223303021292895
SKU_002,293,-1.1966071856291502
SKU_002,294,-1.3420033209334912
SKU_002,295,-1.2832830661468646
SKU_002,296,-1.2072791114007828
SKU_002,297,-1.146137960433957
SKU_002,298,-1.2253746612778325
SKU_002,299,-1.2134663544334232
SKU_003,0,-2.121451849881486
SKU_003,1,-2.01654893346344
SKU_003,2,-1.9786838442441563
SKU_003,3,-2.0214497571762244
SKU_003,4,-2.060272402781481
SKU_003,5,-2.020936840422077
SKU_003,6,-1.9775429798882789
SKU_003,7,-1.9382313994105103
SKU_003,8,-2.0285187710771577
SKU_003,9,-2.117020006397219
SKU_003,10,-2.094600309358831
SKU_003,11,-1.9929095156905117
SKU_003,12,-2.0247100790861317
SKU_003,13,-2.018030516350243
SKU_003,14,-2.013927485963709
SKU_003,15,-2.0574952298180706
SKU_003,16,-1.9979760990975286
SKU_003,17,-2.024477085291901
SKU_003,18,-2.125046589022796
SKU_003,19,-2.074197286340651
SKU_003,20,-1.9453613669396699
SKU_003,21,-2.0887592533947097
SKU_003,22,-2.0031787856097134
SKU_003,23,-1.9332203987193013
SKU_003,24,-2.0385311069094683
SKU_003,25,-2.039039788269887
SKU_003,26,-2.021358158219382
SKU_003,27,-2.0265211558149687
SKU_003,28,-1.9864645206445217
SKU_003,29,-2.0090342469453932
SKU_003,30,-1.9983789856950238
SKU_003,31,-2.075809366125748
SKU_003,32,-1.9564889470009104
SKU_003,33,-2.0569529527173085
SKU_003,34,-2.0200782523316665
SKU_003,35,-2.0615251311091582
SKU_003,36,-1.9509467468527242
SKU_003,37,-2.077433624591174
SKU_003,38,-1.9481176440832502
SKU_003,39,-2.0381287108653314
SKU_003,40,-1.990269404767573
SKU_003,41,-2.116062525555538
SKU_003,42,-2.068799597082357
SKU_003,43,-2.040963991974531
SKU_003,44,-2.0219495636174547
SKU_003,45,-1.9772072514144323
SKU_003,46,-2.008079537248624
SKU_003,47,-2.020354912663638
SKU_003,48,-2.1020908276742176
SKU_003,49,-2.060558898240305
SKU_003,50,-2.0304121317083226
SKU_003,51,-2.022396139772768
SKU_003,52,-2.139070112909187
SKU_003,53,-2.127837067717401
SKU_003,54,-2.0108633989761766
SKU_003,55,-2.036903794313597
SKU_003,56,-2.150887276659379
SKU_003,57,-2.006295499427928
SKU_003,58,-2.047408998210291
SKU_003,59,-2.0158443470094767
SKU_003,60,-2.000512534706993
SKU_003,61,-1.9753718670972042
SKU_003,62,-1.9862497547923734
SKU_003,63,-2.0741683179260715
SKU_003,64,-2.052783465968689
SKU_003,65,-2.0293882571986885
SKU_003,66,-2.057211767596493
SKU_003,67,-1.9927098588385372
SKU_003,68,-2.0853016927560577
SKU_003,69,-2.0345776170300307
SKU_003,70,-1.9862306896768092
SKU_003,71,-2.1078273146848585
SKU_003,72,-2.0699959949859297
SKU_003,73,-2.0743480754632935
SKU_003,74,-2.0576055695186577
SKU_003,75,-2.069716357050836
SKU_003,76,-2.1094194372894504
SKU_003,77,-2.0755583325899827
SKU_003,78,-2.058697262021785
SKU_003,79,-2.116178408096989
SKU_003,80,-2.0330493744128413
SKU_003,81,-2.0930316782103415
SKU_003,82,-2.091431146448176
SKU_003,83,-2.1004086815955234
SKU_003,84,-2.104783181760896
SKU_003,85,-2.115426598948726
SKU_003,86,-1.9949082002703942
SKU_003,87,-1.9787052696072407
SKU_003,88,-2.067678605660659
SKU_003,89,-1.9578425123656835
SKU_003,90,-2.051412871427263
SKU_003,91,-2.136580089030534
SKU_003,92,-2.0549329567683934
SKU_003,93,-2.023618550985599
SKU_003,94,-2.1123984385688055
SKU_003,95,-1.984132233678549
SKU_003,96,-2.1275710351226955
SKU_003,97,-2.0658936509390076
SKU_003,98,-2.0179740342713846
SKU_003,99,-1.9950086030060112
SKU_003,100,-2.0168377542444245
SKU_003,101,-2.0009598706902683
SKU_003,102,-2.0587572596898145
SKU_003,103,-2.009897829863882
SKU_003,104,-2.0544008099865096
SKU_003,105,-2.0064434945235896
SKU_003,106,-2.0933673381247053
SKU_003,107,-1.998406476607188
SKU_003,108,-2.130575038614625
SKU_003,109,-2.075328425329438
SKU_003,110,-2.0151354941445203
SKU_003,111,-2.01689856659196
SKU_003,112,-2.0897214651780245
SKU_003,113,-1.9881381037077466
SKU_003,114,-2.03077711661908
SKU_003,115,-2.042322668813002
SKU_003,116,-2.0120366482840226
SKU_003,117,-2.0762261808162688
SKU_003,118,-1.9965843872377331
SKU_003,119,-2.029723384197777
SKU_003,120,-2.0168013863986864
SKU_003,121,-2.008218196575192
SKU_003,122,-2.0061968720771763
SKU_003,123,-2.050379743159428
SKU_003,124,-2.0573617224148943
SKU_003,125,-1.9394441487522176
SKU_003,126,-2.000127616540797
SKU_003,127,-2.0502405132729367
SKU_003,128,-2.0455481195142986
SKU_003,129,-1.988303544311528
SKU_003,130,-2.0105432230173568
SKU_003,131,-2.0411021694561655
SKU_003,132,-2.0582718316139563
SKU_003,133,-1.9984553881060778
SKU_003,134,-1.9639276506503691
SKU_003,135,-1.9602736726795889
SKU_003,136,-1.9612847826648876
SKU_003,137,-2.0875205908352013
SKU_003,138,-2.0281483350775424
SKU_003,139,-2.0639126913440284
SKU_003,140,-2.0304374265953142
SKU_003,141,-2.027723308533894
SKU_003,142,-2.0962063441377072
SKU_003,143,-2.038483076835395
SKU_003,144,-2.133105179115813
SKU_003,145,-2.005172038424801
SKU_003,146,-2.072097931457808
SKU_003,147,-2.042180886692803
SKU_003,148,-2.1411656669219616
SKU_003,149,-2.1002376002478993
SKU_003,150,-1.9956656530734045
SKU_003,151,-2.0081729601819536
SKU_003,152,-2.0184496230370206
SKU_003,153,-2.060191911453266
SKU_003,154,-1.9841239210913522
SKU_003,155,-1.944845506939434
SKU_003,156,-2.1757691286338785
SKU_003,157,-2.000215361435114
SKU_003,158,-2.104703326501542
SKU_003,159,-2.0516317157930968
SKU_003,160,-2.0382218238001384
SKU_003,161,-2.0101456759178804
SKU_003,162,-2.160155618084028
SKU_003,163,-1.974794577094158
SKU_003,164,-2.0732235367698237
SKU_003,165,-2.045908828374895
SKU_003,166,-2.0518883771575407
SKU_003,167,-2.0337058551366964
SKU_003,168,-2.0615910762350316
SKU_003,169,-2.1374872546232067
SKU_003,170,-2.046672006920128
SKU_003,171,-1.957430238420392
SKU_003,172,-2.058127745158004
SKU_003,173,-2.0928539700905633
SKU_003,174,-2.021124705764718
SKU_003,175,-2.040303851431599
SKU_003,176,-2.0103362059779015
SKU_003,177,-1.9643905276063196
SKU_003,178,-1.9578790659378897
SKU_003,179,-2.046150186208836
SKU_003,180,-2.055440259420697
SKU_003,181,-2.065027170910486
SKU_003,182,-2.164381852749025
SKU_003,183,-1.991834525989834
SKU_003,184,-2.2436874247359424
SKU_003,185,-2.0327817813493363
SKU_003,186,-2.049599553139662
